time,temperature_2m,relative_humidity_2m,precipitation,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,risco_hidrico,hora,dia_do_ano
2024-06-12 23:00:00,17.6,57,0.0,0.05,20.1,0.289,0.307,0,23,164
2024-06-13 00:00:00,17.1,58,0.0,0.04,19.5,0.289,0.307,0,0,165
2024-06-13 01:00:00,16.6,58,0.0,0.04,19.1,0.289,0.307,0,1,165
2024-06-13 02:00:00,16.2,58,0.0,0.04,18.6,0.289,0.307,0,2,165
2024-06-13 03:00:00,15.8,59,0.0,0.03,18.2,0.288,0.307,0,3,165
2024-06-13 04:00:00,15.2,62,0.0,0.03,17.9,0.288,0.307,0,4,165
2024-06-13 05:00:00,14.7,65,0.0,0.02,17.5,0.288,0.307,0,5,165
2024-06-13 06:00:00,14.0,69,0.0,0.02,17.0,0.288,0.307,0,6,165
2024-06-13 07:00:00,13.5,72,0.0,0.03,16.6,0.288,0.307,0,7,165
2024-06-13 08:00:00,16.4,63,0.0,0.08,17.1,0.288,0.306,0,8,165
2024-06-13 09:00:00,19.9,54,0.0,0.2,18.5,0.288,0.306,0,9,165
2024-06-13 10:00:00,22.4,53,0.0,0.33,19.8,0.296,0.313,0,10,165
2024-06-13 11:00:00,24.6,42,0.0,0.45,21.7,0.296,0.312,0,11,165
2024-06-13 12:00:00,25.9,36,0.0,0.52,23.5,0.295,0.312,0,12,165
2024-06-13 13:00:00,26.5,35,0.0,0.53,24.8,0.294,0.312,0,13,165
2024-06-13 14:00:00,27.0,32,0.0,0.49,25.8,0.294,0.311,0,14,165
2024-06-13 15:00:00,27.2,29,0.0,0.41,26.4,0.293,0.311,0,15,165
2024-06-13 16:00:00,26.9,29,0.0,0.28,26.3,0.292,0.311,0,16,165
2024-06-13 17:00:00,23.9,56,0.0,0.13,25.5,0.292,0.311,0,17,165
2024-06-13 18:00:00,20.2,51,0.0,0.06,23.8,0.292,0.311,0,18,165
2024-06-13 19:00:00,20.0,53,0.0,0.06,22.5,0.292,0.311,0,19,165
2024-06-13 20:00:00,19.5,54,0.0,0.06,21.6,0.292,0.311,0,20,165
2024-06-13 21:00:00,18.5,54,0.0,0.05,20.9,0.292,0.311,0,21,165
2024-06-13 22:00:00,17.9,53,0.0,0.05,20.3,0.287,0.308,0,22,165
2024-06-13 23:00:00,17.2,54,0.0,0.05,19.6,0.287,0.308,0,23,165
2024-06-14 00:00:00,16.6,56,0.0,0.04,19.1,0.287,0.308,0,0,166
2024-06-14 01:00:00,16.2,59,0.0,0.03,18.6,0.287,0.308,0,1,166
2024-06-14 02:00:00,16.0,60,0.0,0.03,18.2,0.287,0.308,0,2,166
2024-06-14 03:00:00,15.6,62,0.0,0.02,17.9,0.287,0.308,0,3,166
2024-06-14 04:00:00,15.4,64,0.0,0.02,17.5,0.287,0.308,0,4,166
2024-06-14 05:00:00,15.4,64,0.0,0.03,17.2,0.287,0.308,0,5,166
2024-06-14 06:00:00,15.4,63,0.0,0.03,17.0,0.287,0.308,0,6,166
2024-06-14 07:00:00,15.4,63,0.0,0.05,16.9,0.287,0.308,0,7,166
2024-06-14 08:00:00,17.6,57,0.0,0.1,17.4,0.287,0.308,0,8,166
2024-06-14 09:00:00,20.9,49,0.0,0.22,18.8,0.287,0.308,0,9,166
2024-06-14 10:00:00,23.9,46,0.0,0.36,21.0,0.287,0.308,0,10,166
2024-06-14 11:00:00,25.9,39,0.0,0.48,22.6,0.287,0.308,0,11,166
2024-06-14 12:00:00,27.0,35,0.0,0.55,24.2,0.286,0.307,0,12,166
2024-06-14 13:00:00,27.8,31,0.0,0.56,25.5,0.286,0.307,0,13,166
2024-06-14 14:00:00,28.0,30,0.0,0.52,26.4,0.285,0.307,0,14,166
2024-06-14 15:00:00,28.0,30,0.0,0.44,26.9,0.285,0.306,0,15,166
2024-06-14 16:00:00,27.5,33,0.0,0.31,26.8,0.284,0.306,0,16,166
2024-06-14 17:00:00,24.9,52,0.0,0.12,26.0,0.284,0.306,0,17,166
2024-06-14 18:00:00,24.1,45,0.0,0.04,24.4,0.284,0.306,0,18,166
2024-06-14 19:00:00,20.5,59,0.0,0.03,23.0,0.284,0.306,0,19,166
2024-06-14 20:00:00,20.2,60,0.0,0.04,22.1,0.284,0.306,0,20,166
2024-06-14 21:00:00,19.5,63,0.0,0.03,21.4,0.284,0.306,0,21,166
2024-06-14 22:00:00,19.2,65,0.0,0.03,20.8,0.278,0.304,0,22,166
2024-06-14 23:00:00,18.6,68,0.0,0.03,20.2,0.278,0.304,0,23,166
2024-06-15 00:00:00,18.2,70,0.0,0.02,19.9,0.278,0.304,0,0,167
2024-06-15 01:00:00,17.7,73,0.0,0.01,19.5,0.278,0.304,0,1,167
2024-06-15 02:00:00,17.7,72,0.0,0.02,19.1,0.278,0.304,0,2,167
2024-06-15 03:00:00,17.5,72,0.0,0.02,18.8,0.278,0.304,0,3,167
2024-06-15 04:00:00,17.2,72,0.0,0.01,18.5,0.278,0.304,0,4,167
2024-06-15 05:00:00,17.0,72,0.0,0.02,18.3,0.278,0.304,0,5,167
2024-06-15 06:00:00,16.5,74,0.0,0.02,18.1,0.278,0.304,0,6,167
2024-06-15 07:00:00,16.2,75,0.0,0.03,17.9,0.278,0.304,0,7,167
2024-06-15 08:00:00,18.5,67,0.0,0.08,18.4,0.278,0.304,0,8,167
2024-06-15 09:00:00,21.2,57,0.0,0.2,19.6,0.278,0.304,0,9,167
2024-06-15 10:00:00,23.5,52,0.0,0.32,21.5,0.282,0.305,0,10,167
2024-06-15 11:00:00,25.8,47,0.0,0.43,23.2,0.281,0.304,0,11,167
2024-06-15 12:00:00,27.5,38,0.0,0.49,25.0,0.281,0.304,0,12,167
2024-06-15 13:00:00,28.3,34,0.0,0.51,26.5,0.28,0.304,0,13,167
2024-06-15 14:00:00,28.4,33,0.0,0.48,27.5,0.28,0.304,0,14,167
2024-06-15 15:00:00,28.2,34,0.0,0.39,27.9,0.28,0.303,0,15,167
2024-06-15 16:00:00,27.8,35,0.0,0.25,27.8,0.279,0.303,0,16,167
2024-06-15 17:00:00,26.0,60,0.0,0.1,27.0,0.279,0.303,0,17,167
2024-06-15 18:00:00,22.7,52,0.0,0.04,25.3,0.279,0.303,0,18,167
2024-06-15 19:00:00,21.4,55,0.0,0.05,24.0,0.279,0.303,0,19,167
2024-06-15 20:00:00,19.9,62,0.0,0.04,22.8,0.279,0.303,0,20,167
2024-06-15 21:00:00,18.7,68,0.0,0.02,21.8,0.279,0.303,0,21,167
2024-06-15 22:00:00,18.4,68,0.0,0.01,21.1,0.275,0.302,0,22,167
2024-06-15 23:00:00,18.0,68,0.0,0.01,20.5,0.275,0.302,0,23,167
2024-06-16 00:00:00,18.0,67,0.0,0.03,20.0,0.275,0.302,0,0,168
2024-06-16 01:00:00,17.6,68,0.0,0.03,19.6,0.275,0.302,0,1,168
2024-06-16 02:00:00,17.2,70,0.0,0.02,19.3,0.275,0.302,0,2,168
2024-06-16 03:00:00,17.0,71,0.0,0.02,19.0,0.275,0.302,0,3,168
2024-06-16 04:00:00,16.6,73,0.0,0.02,18.7,0.275,0.302,0,4,168
2024-06-16 05:00:00,16.1,74,0.0,0.01,18.4,0.275,0.302,0,5,168
2024-06-16 06:00:00,15.9,74,0.0,0.02,18.1,0.275,0.302,0,6,168
2024-06-16 07:00:00,15.9,73,0.0,0.03,17.9,0.275,0.302,0,7,168
2024-06-16 08:00:00,18.4,62,0.0,0.08,18.4,0.275,0.302,0,8,168
2024-06-16 09:00:00,21.4,52,0.0,0.2,19.7,0.275,0.302,0,9,168
2024-06-16 10:00:00,23.4,48,0.0,0.32,21.7,0.275,0.302,0,10,168
2024-06-16 11:00:00,25.6,42,0.0,0.43,23.5,0.275,0.301,0,11,168
2024-06-16 12:00:00,27.1,35,0.0,0.51,25.1,0.274,0.301,0,12,168
2024-06-16 13:00:00,27.6,33,0.0,0.52,26.5,0.274,0.301,0,13,168
2024-06-16 14:00:00,28.0,32,0.0,0.49,27.5,0.274,0.301,0,14,168
2024-06-16 15:00:00,28.0,30,0.0,0.41,27.9,0.273,0.3,0,15,168
2024-06-16 16:00:00,27.6,29,0.0,0.3,27.6,0.273,0.3,0,16,168
2024-06-16 17:00:00,25.2,40,0.0,0.13,26.8,0.273,0.3,0,17,168
2024-06-16 18:00:00,21.5,46,0.0,0.06,25.0,0.273,0.3,0,18,168
2024-06-16 19:00:00,20.9,45,0.0,0.06,23.6,0.273,0.3,0,19,168
2024-06-16 20:00:00,19.9,45,0.0,0.06,22.6,0.273,0.3,0,20,168
2024-06-16 21:00:00,18.4,53,0.0,0.03,21.6,0.273,0.3,0,21,168
2024-06-16 22:00:00,17.4,60,0.0,0.02,20.8,0.273,0.3,0,22,168
2024-06-16 23:00:00,17.0,63,0.0,0.02,20.0,0.273,0.3,0,23,168
2024-06-17 00:00:00,16.8,65,0.0,0.01,19.4,0.273,0.3,0,0,169
2024-06-17 01:00:00,16.4,68,0.0,0.01,18.9,0.273,0.3,0,1,169
2024-06-17 02:00:00,15.8,72,0.0,0.01,18.4,0.273,0.3,0,2,169
2024-06-17 03:00:00,15.1,76,0.0,0.0,18.0,0.273,0.3,0,3,169
2024-06-17 04:00:00,15.3,75,0.0,0.01,17.5,0.273,0.3,0,4,169
2024-06-17 05:00:00,14.4,80,0.0,0.0,17.2,0.273,0.3,0,5,169
2024-06-17 06:00:00,15.1,76,0.0,0.0,16.8,0.273,0.3,0,6,169
2024-06-17 07:00:00,13.5,84,0.0,0.0,16.4,0.273,0.3,0,7,169
2024-06-17 08:00:00,17.0,70,0.0,0.05,17.0,0.273,0.3,0,8,169
2024-06-17 09:00:00,20.6,54,0.0,0.18,18.6,0.273,0.3,0,9,169
2024-06-17 10:00:00,23.1,49,0.0,0.32,20.3,0.277,0.301,0,10,169
2024-06-17 11:00:00,25.0,38,0.0,0.46,22.2,0.277,0.301,0,11,169
2024-06-17 12:00:00,25.9,33,0.0,0.52,23.9,0.276,0.3,0,12,169
2024-06-17 13:00:00,26.6,30,0.0,0.54,25.2,0.276,0.3,0,13,169
2024-06-17 14:00:00,27.0,29,0.0,0.51,26.2,0.276,0.3,0,14,169
2024-06-17 15:00:00,27.0,28,0.0,0.43,26.7,0.275,0.3,0,15,169
2024-06-17 16:00:00,26.5,28,0.0,0.3,26.6,0.275,0.3,0,16,169
2024-06-17 17:00:00,24.0,44,0.0,0.13,25.8,0.275,0.3,0,17,169
2024-06-17 18:00:00,22.2,39,0.0,0.07,24.0,0.275,0.3,0,18,169
2024-06-17 19:00:00,21.6,40,0.0,0.05,22.5,0.275,0.299,0,19,169
2024-06-17 20:00:00,20.3,45,0.0,0.03,21.1,0.275,0.299,0,20,169
2024-06-17 21:00:00,16.5,62,0.0,0.02,20.1,0.275,0.299,0,21,169
2024-06-17 22:00:00,16.5,59,0.0,0.03,19.5,0.278,0.3,0,22,169
2024-06-17 23:00:00,17.0,55,0.0,0.05,19.0,0.278,0.3,0,23,169
2024-06-18 00:00:00,16.9,60,0.0,0.04,18.6,0.278,0.3,0,0,170
2024-06-18 01:00:00,16.5,65,0.0,0.03,18.3,0.278,0.3,0,1,170
2024-06-18 02:00:00,15.9,68,0.0,0.02,18.0,0.278,0.3,0,2,170
2024-06-18 03:00:00,15.0,73,0.0,0.01,17.5,0.278,0.3,0,3,170
2024-06-18 04:00:00,14.6,74,0.0,0.01,17.0,0.278,0.3,0,4,170
2024-06-18 05:00:00,13.9,77,0.0,0.0,16.6,0.278,0.3,0,5,170
2024-06-18 06:00:00,13.4,78,0.0,0.0,16.2,0.278,0.3,0,6,170
2024-06-18 07:00:00,12.6,82,0.0,0.01,15.9,0.278,0.3,0,7,170
2024-06-18 08:00:00,16.0,67,0.0,0.06,16.4,0.278,0.3,0,8,170
2024-06-18 09:00:00,19.3,54,0.0,0.18,17.9,0.278,0.3,0,9,170
2024-06-18 10:00:00,21.5,47,0.0,0.31,19.2,0.271,0.298,0,10,170
2024-06-18 11:00:00,24.0,42,0.0,0.42,21.4,0.271,0.298,0,11,170
2024-06-18 12:00:00,25.8,33,0.0,0.5,23.3,0.27,0.298,0,12,170
2024-06-18 13:00:00,26.5,31,0.0,0.52,24.9,0.27,0.298,0,13,170
2024-06-18 14:00:00,26.8,30,0.0,0.48,26.0,0.27,0.298,0,14,170
2024-06-18 15:00:00,26.8,30,0.0,0.39,26.5,0.27,0.297,0,15,170
2024-06-18 16:00:00,26.5,30,0.0,0.26,26.5,0.269,0.297,0,16,170
2024-06-18 17:00:00,25.1,41,0.0,0.12,25.6,0.269,0.297,0,17,170
2024-06-18 18:00:00,22.4,42,0.0,0.03,23.9,0.269,0.297,0,18,170
2024-06-18 19:00:00,19.0,54,0.0,0.04,22.4,0.269,0.297,0,19,170
2024-06-18 20:00:00,17.4,61,0.0,0.03,21.1,0.269,0.297,0,20,170
2024-06-18 21:00:00,16.5,62,0.0,0.02,20.0,0.269,0.297,0,21,170
2024-06-18 22:00:00,16.1,61,0.0,0.02,19.2,0.269,0.297,0,22,170
2024-06-18 23:00:00,16.5,59,0.0,0.03,18.6,0.269,0.297,0,23,170
2024-06-19 00:00:00,15.9,61,0.0,0.04,18.2,0.269,0.297,0,0,171
2024-06-19 01:00:00,15.6,61,0.0,0.04,17.9,0.269,0.297,0,1,171
2024-06-19 02:00:00,15.4,62,0.0,0.04,17.5,0.269,0.297,0,2,171
2024-06-19 03:00:00,15.1,63,0.0,0.03,17.3,0.269,0.297,0,3,171
2024-06-19 04:00:00,14.8,65,0.0,0.02,17.0,0.269,0.297,0,4,171
2024-06-19 05:00:00,14.5,66,0.0,0.02,16.6,0.269,0.297,0,5,171
2024-06-19 06:00:00,14.3,67,0.0,0.02,16.4,0.269,0.297,0,6,171
2024-06-19 07:00:00,14.1,69,0.0,0.02,16.0,0.269,0.297,0,7,171
2024-06-19 08:00:00,17.0,60,0.0,0.07,16.5,0.269,0.297,0,8,171
2024-06-19 09:00:00,20.8,49,0.0,0.19,18.1,0.269,0.297,0,9,171
2024-06-19 10:00:00,23.9,43,0.0,0.33,20.1,0.269,0.297,0,10,171
2024-06-19 11:00:00,26.2,32,0.0,0.47,22.2,0.269,0.297,0,11,171
2024-06-19 12:00:00,27.5,26,0.0,0.54,24.1,0.268,0.297,0,12,171
2024-06-19 13:00:00,28.0,25,0.0,0.55,25.6,0.268,0.296,0,13,171
2024-06-19 14:00:00,28.2,24,0.0,0.51,26.6,0.268,0.296,0,14,171
2024-06-19 15:00:00,28.0,23,0.0,0.42,27.1,0.268,0.296,0,15,171
2024-06-19 16:00:00,27.5,24,0.0,0.29,27.0,0.267,0.296,0,16,171
2024-06-19 17:00:00,25.0,45,0.0,0.14,26.1,0.267,0.296,0,17,171
2024-06-19 18:00:00,24.4,29,0.0,0.06,24.2,0.267,0.296,0,18,171
2024-06-19 19:00:00,20.1,40,0.0,0.06,22.6,0.267,0.296,0,19,171
2024-06-19 20:00:00,22.2,33,0.0,0.05,21.3,0.267,0.296,0,20,171
2024-06-19 21:00:00,20.9,35,0.0,0.03,20.1,0.267,0.296,0,21,171
2024-06-19 22:00:00,17.2,48,0.0,0.03,18.8,0.267,0.296,0,22,171
2024-06-19 23:00:00,16.5,54,0.0,0.03,18.4,0.267,0.296,0,23,171
2024-06-20 00:00:00,16.3,55,0.0,0.04,18.0,0.267,0.296,0,0,172
2024-06-20 01:00:00,15.1,59,0.0,0.03,17.7,0.267,0.296,0,1,172
2024-06-20 02:00:00,14.4,62,0.0,0.03,17.3,0.267,0.296,0,2,172
2024-06-20 03:00:00,14.5,62,0.0,0.03,17.0,0.267,0.296,0,3,172
2024-06-20 04:00:00,14.4,64,0.0,0.03,16.8,0.267,0.296,0,4,172
2024-06-20 05:00:00,14.1,66,0.0,0.03,16.5,0.267,0.296,0,5,172
2024-06-20 06:00:00,13.8,68,0.0,0.02,16.2,0.267,0.296,0,6,172
2024-06-20 07:00:00,13.4,70,0.0,0.03,16.0,0.267,0.296,0,7,172
2024-06-20 08:00:00,16.0,61,0.0,0.08,16.5,0.267,0.296,0,8,172
2024-06-20 09:00:00,19.6,51,0.0,0.2,17.9,0.267,0.296,0,9,172
2024-06-20 10:00:00,22.4,46,0.0,0.33,19.5,0.269,0.296,0,10,172
2024-06-20 11:00:00,25.2,38,0.0,0.45,21.6,0.269,0.296,0,11,172
2024-06-20 12:00:00,26.8,28,0.0,0.52,23.6,0.268,0.296,0,12,172
2024-06-20 13:00:00,27.4,26,0.0,0.53,25.2,0.268,0.295,0,13,172
2024-06-20 14:00:00,27.6,25,0.0,0.5,26.4,0.268,0.295,0,14,172
2024-06-20 15:00:00,27.5,25,0.0,0.43,26.9,0.268,0.295,0,15,172
2024-06-20 16:00:00,26.9,25,0.0,0.3,26.7,0.268,0.295,0,16,172
2024-06-20 17:00:00,24.0,45,0.0,0.14,25.8,0.267,0.295,0,17,172
